brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai,Hyundai i20,3,48000,Dealer,Diesel,Manual,22.54,1396,88.73,5,7.75
Maruti,Maruti Alto,8,70000,Individual,Petrol,Manual,20.2,998,67.1,5,2.3
Ford,Ford Figo,9,41650,Individual,Diesel,Manual,20.0,1399,68.0,5,2.95
Maruti,Maruti Alto,4,10617,Dealer,Petrol,Manual,24.7,796,47.3,5,3.14
Honda,Honda Amaze,7,56000,Individual,Diesel,Manual,25.8,1498,98.6,5,3.99
Maruti,Maruti Alto,4,9122,Dealer,Petrol,Manual,24.7,796,47.3,5,3.23
Maruti,Maruti Swift,7,100000,Dealer,Diesel,Manual,22.9,1248,74.0,5,4.85
Hyundai,Hyundai i20,5,54000,Dealer,Diesel,Manual,23.0,1396,90.0,5,6.5
Maruti,Maruti Vitara,4,85000,Dealer,Diesel,Manual,24.3,1248,88.5,5,7.35
Renault,Renault KWID,5,51000,Dealer,Petrol,Manual,21.74,999,67.0,5,3.15
Mahindra,Mahindra XUV500,7,103000,Dealer,Diesel,Manual,15.1,2179,140.0,7,7.85
Maruti,Maruti Baleno,4,40174,Dealer,Petrol,Manual,21.4,1197,83.1,5,6.75
Honda,Honda City,4,70000,Individual,Petrol,Automatic,18.0,1497,117.6,5,8.7
Maruti,Maruti Celerio,5,70000,Individual,Petrol,Manual,23.1,998,67.04,5,3.75
MG,MG Hector,2,6231,Dealer,Petrol,Automatic,13.96,1451,141.0,5,16.3
Hyundai,Hyundai i20,4,56244,Dealer,Diesel,Manual,22.54,1396,88.73,5,7.95
Maruti,Maruti Vitara,3,35000,Individual,Diesel,Automatic,24.3,1248,88.5,5,11.0
Hyundai,Hyundai Creta,4,68000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,13.4
Toyota,Toyota Innova,5,40000,Individual,Diesel,Manual,13.68,2393,147.8,7,15.0
Skoda,Skoda Superb,11,82000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,3.75
Volkswagen,Volkswagen Polo,8,110000,Individual,Diesel,Manual,22.07,1199,73.9,5,3.75
Maruti,Maruti Celerio,3,9522,Trustmark Dealer,Petrol,Automatic,21.63,998,67.05,5,5.5
Skoda,Skoda Rapid,8,70000,Individual,Diesel,Manual,20.5,1598,103.5,5,4.1
Maruti,Maruti Celerio,3,22000,Dealer,Petrol,Manual,21.63,998,67.05,5,4.55
Volkswagen,Volkswagen Vento,10,69000,Dealer,Petrol,Manual,16.09,1598,103.2,5,3.25
Mercedes-Benz,Mercedes-Benz E-Class,4,35000,Dealer,Petrol,Automatic,12.0,1991,181.03,5,39.45
Hyundai,Hyundai Elantra,8,112087,Dealer,Diesel,Automatic,19.5,1582,126.24,5,6.51
Hyundai,Hyundai Grand,6,38000,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.85
Honda,Honda Amaze,8,54000,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.8
Volkswagen,Volkswagen Vento,3,30000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,9.51
Skoda,Skoda Rapid,5,72000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,5.8
Maruti,Maruti Ertiga,4,35000,Dealer,Diesel,Manual,24.52,1248,88.5,7,8.75
Maruti,Maruti Ertiga,3,49000,Dealer,CNG,Manual,17.5,1373,80.46,7,8.19
Maruti,Maruti Alto,3,17000,Dealer,Petrol,Manual,24.7,796,47.3,5,3.45
Maruti,Maruti Vitara,4,32000,Dealer,Diesel,Manual,24.3,1248,88.5,5,8.45
Honda,Honda Amaze,6,43251,Dealer,Diesel,Manual,25.8,1498,98.6,5,5.15
Maruti,Maruti Swift Dzire,6,45000,Dealer,Diesel,Manual,19.3,1248,73.9,5,6.15
Hyundai,Hyundai i20,6,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.71
Hyundai,Hyundai Verna,9,115721,Dealer,Diesel,Manual,22.32,1582,126.32,5,4.95
Honda,Honda City,8,64800,Dealer,Petrol,Manual,16.8,1497,116.4,5,4.5
Maruti,Maruti Swift Dzire,6,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,2.0
Maruti,Maruti Wagon R,5,50000,Individual,Petrol,Automatic,20.51,998,67.0,5,4.25
Hyundai,Hyundai i20,8,20000,Individual,Petrol,Manual,18.5,1197,82.85,5,4.25
Volkswagen,Volkswagen Polo,6,52000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,6.99
Maruti,Maruti Ertiga,8,76000,Dealer,Petrol,Manual,16.02,1373,93.7,7,5.9
Mahindra,Mahindra Scorpio,11,91000,Dealer,Diesel,Manual,13.5,2179,115.0,5,3.65
Maruti,Maruti Swift Dzire,5,150000,Dealer,Diesel,Manual,23.4,1248,74.0,5,3.3
Toyota,Toyota Innova,6,106000,Dealer,Diesel,Manual,12.99,2494,100.6,8,11.75
Maruti,Maruti Baleno,3,40000,Individual,Diesel,Manual,27.39,1248,74.0,5,7.0
Hyundai,Hyundai i10,8,42020,Trustmark Dealer,Petrol,Manual,20.36,1197,78.9,5,3.65
Honda,Honda Amaze,6,72000,Dealer,Diesel,Manual,25.8,1498,98.6,5,5.9
Maruti,Maruti Ertiga,3,37000,Dealer,Petrol,Manual,19.34,1462,103.0,7,8.25
Toyota,Toyota Innova,8,135000,Dealer,Diesel,Manual,12.8,2494,102.0,7,10.21
Volkswagen,Volkswagen Vento,4,41000,Dealer,Petrol,Automatic,18.19,1197,103.5,5,7.5
Hyundai,Hyundai Grand,6,85000,Dealer,Diesel,Manual,24.0,1120,70.0,5,3.85
Ford,Ford Ecosport,6,60000,Individual,Diesel,Manual,22.77,1498,98.59,5,6.5
Honda,Honda Amaze,6,98500,Dealer,Diesel,Manual,25.8,1498,98.6,5,5.0
Audi,Audi A6,8,56000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,17.0
Tata,Tata Tiago,3,10000,Individual,Diesel,Manual,27.28,1047,69.0,5,5.0
Maruti,Maruti Wagon R,3,23000,Dealer,Petrol,Automatic,20.51,998,67.0,5,4.65
Honda,Honda Jazz,12,50000,Dealer,Petrol,Manual,16.0,1198,90.0,5,2.99
Ford,Ford Ecosport,7,38000,Dealer,Diesel,Manual,22.7,1498,89.84,5,6.5
Skoda,Skoda Superb,10,62500,Dealer,Petrol,Automatic,13.7,1798,157.75,5,4.99
Hyundai,Hyundai i20,4,27000,Dealer,Petrol,Manual,17.19,1197,81.86,5,5.95
Hyundai,Hyundai i10,11,77000,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.55
Ford,Ford Ecosport,7,52034,Dealer,Petrol,Manual,15.8,1499,110.0,5,5.75
Renault,Renault KWID,5,25600,Individual,Petrol,Manual,25.17,799,53.3,5,2.8
Volkswagen,Volkswagen Vento,10,76000,Dealer,Diesel,Manual,20.54,1598,103.6,5,3.1
Mahindra,Mahindra XUV500,5,92000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,12.35
Volkswagen,Volkswagen Vento,10,78265,Dealer,Diesel,Manual,20.54,1598,103.6,5,3.75
Hyundai,Hyundai Santro,2,31000,Dealer,CNG,Manual,30.48,1086,58.0,5,5.4
Maruti,Maruti Swift,10,80500,Dealer,Diesel,Manual,22.9,1248,74.0,5,4.0
Maruti,Maruti Swift Dzire,5,45000,Dealer,Diesel,Automatic,26.59,1248,74.0,5,6.95
Maruti,Maruti Swift,13,100000,Individual,Diesel,Manual,17.8,1248,75.0,5,2.65
Maruti,Maruti Swift,6,34000,Dealer,Petrol,Manual,16.1,1197,85.0,5,4.5
Maruti,Maruti Swift,9,70000,Individual,Diesel,Manual,22.9,1248,74.0,5,4.99
Jaguar,Jaguar XF,8,44000,Dealer,Diesel,Automatic,19.33,1999,177.0,5,16.75
Maruti,Maruti Alto,12,67833,Dealer,Petrol,Manual,19.7,796,46.3,5,1.75
Honda,Honda WR-V,4,60000,Individual,Diesel,Manual,25.5,1498,98.6,5,7.75
Ford,Ford Ecosport,6,90000,Individual,Petrol,Automatic,15.63,1499,110.4,5,5.3
Maruti,Maruti Ertiga,5,72000,Dealer,Diesel,Manual,24.52,1248,88.5,7,8.4
Honda,Honda City,7,66475,Dealer,Petrol,Manual,17.8,1497,117.3,5,5.75
Maruti,Maruti Swift Dzire,9,82000,Dealer,Diesel,Manual,26.59,1248,74.0,5,4.81
Volkswagen,Volkswagen Vento,5,50000,Individual,Diesel,Automatic,22.15,1498,108.6,5,7.25
Hyundai,Hyundai Verna,2,14000,Dealer,Diesel,Manual,22.0,1582,126.2,5,11.25
Maruti,Maruti Eeco,7,63000,Dealer,Petrol,Manual,15.37,1196,72.42,7,2.95
Maruti,Maruti Baleno,4,30726,Dealer,Petrol,Manual,21.1,998,100.0,5,6.59
Maruti,Maruti Swift Dzire,6,180000,Individual,Diesel,Manual,26.59,1248,74.0,5,5.6
Skoda,Skoda Superb,11,59000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,5.49
Volkswagen,Volkswagen Vento,7,70462,Dealer,Diesel,Automatic,21.21,1498,103.2,5,5.4
Renault,Renault KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,3.75
Hyundai,Hyundai Grand,5,48303,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.55
BMW,BMW 3,5,46000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,26.5
Maruti,Maruti Ciaz,6,41000,Dealer,Petrol,Manual,20.73,1373,91.1,5,6.0
Volkswagen,Volkswagen Vento,8,90000,Individual,Diesel,Manual,20.54,1598,103.6,5,5.2
Maruti,Maruti Swift Dzire,9,34000,Individual,Petrol,Manual,19.1,1197,85.8,5,4.55
Maruti,Maruti Swift Dzire,3,17000,Dealer,Petrol,Manual,21.21,1197,81.8,5,7.05
Maruti,Maruti Alto,7,40000,Individual,Petrol,Manual,22.74,796,47.3,5,2.3
Mercedes-Benz,Mercedes-Benz E-Class,6,32000,Dealer,Diesel,Automatic,13.0,2143,204.0,5,23.5
Hyundai,Hyundai i20,4,51962,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.75
Maruti,Maruti Celerio,4,18400,Dealer,Petrol,Automatic,21.63,998,67.04,5,4.85
Maruti,Maruti Wagon R,8,77000,Dealer,CNG,Manual,26.6,998,58.16,5,3.35
Mahindra,Mahindra Scorpio,6,95006,Dealer,Diesel,Manual,15.4,2523,75.0,9,8.5
Toyota,Toyota Innova,2,12500,Dealer,Diesel,Manual,13.68,2393,147.8,7,17.5
Ford,Ford Figo,9,43500,Dealer,Diesel,Manual,20.0,1399,68.0,5,3.1
Ford,Ford Ecosport,3,28015,Individual,Petrol,Manual,17.0,1497,121.31,5,8.5
Toyota,Toyota Innova,12,125000,Dealer,Diesel,Manual,12.8,2494,102.0,8,6.5
Maruti,Maruti Ignis,4,34000,Individual,Petrol,Manual,20.89,1197,81.8,5,4.49
Honda,Honda City,10,78000,Dealer,Petrol,Manual,17.0,1497,118.0,5,2.65
Volkswagen,Volkswagen Polo,9,45710,Dealer,Petrol,Manual,16.47,1198,73.9,5,3.54
Maruti,Maruti Swift,3,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,6.85
Mahindra,Mahindra Scorpio,1,15000,Individual,Diesel,Manual,15.4,2523,75.0,7,6.75
Maruti,Maruti Vitara,5,55275,Dealer,Diesel,Manual,24.3,1248,88.5,5,8.25
Toyota,Toyota Innova,7,77000,Individual,Diesel,Manual,12.99,2494,100.57,7,10.75
Mahindra,Mahindra Bolero,1,40000,Individual,Diesel,Manual,16.5,1493,70.0,7,7.5
Hyundai,Hyundai Grand,4,67000,Dealer,Petrol,Manual,18.9,1197,82.0,5,5.19
Hyundai,Hyundai i10,10,63000,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.3
Ford,Ford Figo,9,69000,Dealer,Diesel,Manual,20.0,1399,68.0,5,2.35
Maruti,Maruti Swift,3,23000,Individual,Petrol,Manual,22.0,1197,81.8,5,7.5
Maruti,Maruti Ignis,4,44827,Dealer,Petrol,Manual,20.89,1197,81.8,5,4.95
Maruti,Maruti Wagon R,15,64659,Dealer,Petrol,Manual,17.3,1061,64.0,5,1.1
Maruti,Maruti Alto,11,29000,Dealer,Petrol,Manual,19.7,796,46.3,5,1.75
Maruti,Maruti Alto,5,49000,Dealer,Petrol,Manual,22.74,796,47.3,5,3.0
Renault,Renault KWID,4,35500,Dealer,Petrol,Manual,25.17,799,53.3,5,2.95
BMW,BMW 3,6,74898,Dealer,Diesel,Automatic,18.88,1995,184.0,5,16.0
Renault,Renault KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,2.5
Maruti,Maruti Swift Dzire,8,37000,Dealer,Petrol,Manual,19.1,1197,85.8,5,4.45
Audi,Audi A4,4,36000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,20.9
Hyundai,Hyundai Grand,6,40103,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.4
Volkswagen,Volkswagen Vento,4,25000,Individual,Petrol,Automatic,18.19,1197,103.5,5,8.5
Toyota,Toyota Innova,7,175645,Dealer,Diesel,Manual,12.8,2494,102.0,8,10.5
Mahindra,Mahindra Scorpio,5,56000,Individual,Diesel,Manual,15.4,2523,75.0,9,8.75
Toyota,Toyota Innova,10,113200,Dealer,Diesel,Manual,12.99,2494,100.6,7,6.75
Hyundai,Hyundai i20,7,31847,Dealer,Petrol,Manual,18.5,1197,80.0,5,4.85
Maruti,Maruti Ciaz,3,31000,Dealer,Petrol,Manual,20.65,1462,103.25,5,7.99
Maruti,Maruti Swift,9,66539,Dealer,Petrol,Manual,18.6,1197,85.8,5,2.5
Volkswagen,Volkswagen Polo,5,49000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,6.5
Mahindra,Mahindra KUV,4,19838,Dealer,Petrol,Manual,18.15,1198,82.0,6,4.75
Hyundai,Hyundai Grand,1,5000,Dealer,Petrol,Manual,20.7,1197,81.86,5,7.25
Honda,Honda Amaze,8,119462,Dealer,Diesel,Manual,24.7,1498,98.63,5,4.25
Maruti,Maruti Wagon R,3,32000,Dealer,CNG,Manual,33.54,998,67.04,5,4.85
Ford,Ford Ecosport,6,78000,Dealer,Petrol,Manual,18.88,999,123.37,5,6.35
Maruti,Maruti Wagon R,5,70000,Individual,Petrol,Automatic,20.51,998,67.0,5,4.2
Ford,Ford Figo,5,80000,Individual,Diesel,Manual,25.83,1498,99.0,5,4.0
Mercedes-Benz,Mercedes-Benz S-Class,14,50000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,8.0
Honda,Honda City,2,20000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,11.25
Maruti,Maruti Ciaz,4,100000,Individual,Diesel,Manual,28.09,1248,88.5,5,6.25
Hyundai,Hyundai Verna,2,30000,Individual,Diesel,Manual,24.0,1396,88.76,5,9.95
Maruti,Maruti Alto,5,25603,Dealer,Petrol,Manual,22.74,796,47.3,5,2.91
Skoda,Skoda Superb,5,56000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,18.75
Hyundai,Hyundai i20,8,52891,Dealer,Petrol,Manual,18.6,1197,81.83,5,4.5
Hyundai,Hyundai i10,7,59586,Dealer,Petrol,Manual,19.81,1086,68.05,5,3.0
Mercedes-Benz,Mercedes-Benz C-Class,10,59000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,9.25
Toyota,Toyota Innova,8,135000,Dealer,Diesel,Manual,12.99,2494,100.6,8,8.25
Hyundai,Hyundai Creta,4,61462,Dealer,Diesel,Manual,21.38,1396,88.7,5,9.7
Maruti,Maruti Swift Dzire,8,52000,Dealer,Diesel,Manual,28.4,1248,74.02,5,3.95
Skoda,Skoda Rapid,5,50000,Dealer,Petrol,Manual,15.0,1598,103.52,5,5.7
Honda,Honda Jazz,10,66000,Dealer,Petrol,Manual,16.0,1198,90.0,5,3.25
Hyundai,Hyundai i20,11,90000,Individual,Diesel,Manual,23.0,1396,90.0,5,3.1
Maruti,Maruti Eeco,6,59000,Dealer,Petrol,Manual,15.1,1196,73.0,7,3.65
Hyundai,Hyundai i10,9,40000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,3.35
Mercedes-Benz,Mercedes-Benz E-Class,7,40000,Individual,Diesel,Automatic,13.0,2143,204.0,5,20.7
Mahindra,Mahindra XUV500,5,95000,Individual,Diesel,Automatic,16.0,2179,140.0,7,8.75
Toyota,Toyota Innova,13,85216,Dealer,Diesel,Manual,12.8,2494,102.0,7,4.65
Tata,Tata Safari,9,100000,Individual,Diesel,Manual,11.57,2179,138.1,7,2.8
Hyundai,Hyundai Verna,5,100000,Individual,Diesel,Manual,23.9,1582,126.2,5,7.0
Mahindra,Mahindra Scorpio,11,97000,Dealer,Diesel,Manual,10.5,2179,120.0,7,4.75
Hyundai,Hyundai i20,5,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,5.4
Hyundai,Hyundai Grand,4,7000,Individual,Petrol,Manual,18.9,1197,82.0,5,4.9
Maruti,Maruti Vitara,4,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,8.3
Maruti,Maruti Swift,6,56562,Dealer,Diesel,Manual,25.2,1248,74.0,5,5.4
Maruti,Maruti Swift,3,25000,Individual,Petrol,Manual,22.0,1197,81.8,5,5.5
Volkswagen,Volkswagen Polo,6,46000,Dealer,Petrol,Manual,16.47,1198,74.0,5,4.91
Maruti,Maruti Ciaz,6,36681,Dealer,Petrol,Manual,20.73,1373,91.1,5,6.11
Hyundai,Hyundai Creta,5,80000,Dealer,Petrol,Manual,13.0,1591,121.3,5,9.25
Mahindra,Mahindra Bolero,12,100000,Individual,Diesel,Manual,13.6,2523,63.0,7,2.6
Toyota,Toyota Innova,6,199253,Dealer,Diesel,Manual,12.99,2494,100.6,8,11.51
Land Rover,Land Rover Rover,5,27690,Dealer,Diesel,Automatic,12.81,1999,148.31,7,32.0
Tata,Tata Safari,8,120000,Individual,Diesel,Manual,14.0,2179,138.1,7,4.25
Maruti,Maruti Wagon R,5,22756,Dealer,Petrol,Manual,21.79,998,67.05,5,4.21
Tata,Tata Safari,8,63000,Dealer,Diesel,Manual,13.93,2179,138.03,7,4.5
Maruti,Maruti Alto,15,80000,Individual,Petrol,Manual,19.7,796,46.3,5,0.6
Mahindra,Mahindra Bolero,7,86000,Individual,Diesel,Manual,15.96,2523,62.1,7,4.6
Skoda,Skoda Rapid,6,27000,Dealer,Petrol,Manual,15.0,1598,103.6,5,5.25
Hyundai,Hyundai i20,3,55373,Dealer,Diesel,Manual,22.54,1396,88.73,5,7.5
Hyundai,Hyundai Creta,3,22000,Dealer,Diesel,Manual,22.1,1396,88.7,5,10.15
Maruti,Maruti Ertiga,8,80000,Dealer,Diesel,Manual,20.77,1248,88.8,7,7.11
Maruti,Maruti Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,4.6
Mahindra,Mahindra XUV500,9,68420,Dealer,Diesel,Manual,15.1,2179,140.0,7,6.15
Maruti,Maruti Swift Dzire,7,63000,Dealer,Diesel,Manual,23.4,1248,74.0,5,5.95
Maruti,Maruti Ciaz,3,35000,Dealer,Diesel,Manual,26.32,1498,93.87,5,7.55
Mercedes-Benz,Mercedes-Benz E-Class,3,15200,Dealer,Diesel,Automatic,16.1,1950,191.7,5,45.0
Maruti,Maruti Eeco,5,64850,Individual,CNG,Manual,21.94,1196,61.7,5,3.2
Mahindra,Mahindra XUV500,6,51000,Dealer,Diesel,Manual,15.1,2179,140.0,7,9.45
Hyundai,Hyundai i20,4,48000,Dealer,Petrol,Manual,18.6,1197,81.83,5,6.0
Hyundai,Hyundai Verna,10,58222,Dealer,Diesel,Manual,22.32,1582,126.32,5,4.21
Toyota,Toyota Fortuner,9,75000,Dealer,Diesel,Manual,13.0,2982,168.5,7,12.49
Maruti,Maruti Alto,13,30008,Dealer,Petrol,Manual,19.7,796,46.3,5,1.75
Maruti,Maruti Baleno,3,10398,Dealer,Diesel,Manual,27.39,1248,74.0,5,8.4
Maruti,Maruti Swift Dzire,5,90000,Individual,Petrol,Manual,20.85,1197,83.14,5,5.5
Mahindra,Mahindra Scorpio,8,64253,Dealer,Diesel,Manual,14.0,2523,75.0,7,6.25
Hyundai,Hyundai Grand,4,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,4.8
Hyundai,Hyundai Verna,8,64308,Dealer,Diesel,Automatic,18.0,1582,126.2,5,4.85
Maruti,Maruti Alto,11,53503,Dealer,Petrol,Manual,19.7,796,46.3,5,1.75
Hyundai,Hyundai Verna,7,24835,Trustmark Dealer,Petrol,Manual,17.43,1396,105.5,5,5.75
Maruti,Maruti Swift,4,14000,Dealer,Petrol,Manual,20.4,1197,81.8,5,5.0
Mercedes-Benz,Mercedes-Benz E-Class,10,46000,Dealer,Petrol,Automatic,10.93,3498,272.0,5,12.5
Honda,Honda City,6,48623,Dealer,Petrol,Manual,17.8,1498,119.35,5,6.7
Maruti,Maruti Swift,7,96000,Dealer,Diesel,Manual,28.4,1248,74.0,5,4.9
Hyundai,Hyundai i20,3,23000,Dealer,Petrol,Manual,18.6,1197,81.83,5,7.51
Hyundai,Hyundai Verna,9,88500,Dealer,Diesel,Manual,22.32,1582,126.32,5,5.5
Tata,Tata Tiago,4,11500,Dealer,Petrol,Automatic,23.84,1199,83.83,5,5.35
Ford,Ford Ecosport,6,29500,Dealer,Petrol,Automatic,15.63,1499,110.4,5,6.55
Volkswagen,Volkswagen Polo,4,51952,Dealer,Diesel,Manual,20.14,1498,88.0,5,7.5
Mahindra,Mahindra Bolero,11,90000,Individual,Diesel,Manual,13.6,2523,63.0,7,4.0
Tata,Tata Tiago,3,5000,Dealer,Petrol,Manual,23.84,1199,84.0,5,5.65
Maruti,Maruti Alto,10,9000,Dealer,Petrol,Manual,19.7,796,46.3,5,1.6
Honda,Honda City,11,34000,Dealer,Petrol,Manual,17.0,1497,118.0,5,3.25
Volvo,Volvo XC90,6,80000,Individual,Diesel,Automatic,17.2,1969,235.0,7,43.5
Hyundai,Hyundai i20,7,41000,Dealer,Petrol,Manual,18.5,1197,80.0,5,3.85
Renault,Renault Duster,4,7489,Individual,Diesel,Manual,19.6,1461,108.45,5,9.0
Maruti,Maruti Ciaz,3,41000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,8.95
Maruti,Maruti Vitara,5,53085,Dealer,Diesel,Manual,24.3,1248,88.5,5,8.25
Hyundai,Hyundai i20,7,44000,Dealer,Petrol,Manual,17.0,1197,80.0,5,5.35
Volkswagen,Volkswagen Vento,10,84000,Dealer,Petrol,Manual,15.04,1598,103.6,5,2.6
Volkswagen,Volkswagen Polo,4,49000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,6.95
Mercedes-Benz,Mercedes-Benz C-Class,6,35000,Individual,Petrol,Automatic,14.74,1991,181.04,5,21.0
Toyota,Toyota Innova,4,60100,Dealer,Diesel,Automatic,11.36,2755,171.5,7,17.5
Maruti,Maruti Swift,15,55000,Dealer,Petrol,Manual,16.1,1197,85.0,5,1.45
Renault,Renault Triber,2,10000,Individual,Petrol,Manual,20.0,999,72.0,7,6.6
Mercedes-Benz,Mercedes-Benz E-Class,10,40000,Individual,Diesel,Automatic,14.21,2143,203.0,5,10.5
Maruti,Maruti Ertiga,9,90339,Dealer,Petrol,Manual,16.02,1373,93.7,7,4.95
Hyundai,Hyundai Grand,5,14000,Individual,Petrol,Manual,18.9,1197,82.0,5,4.95
Skoda,Skoda Rapid,8,69000,Dealer,Petrol,Manual,15.0,1598,105.0,5,3.25
Honda,Honda City,15,89000,Individual,Petrol,Manual,17.7,1497,78.0,5,1.13
Mahindra,Mahindra Scorpio,7,120000,Individual,Diesel,Manual,15.4,2179,120.0,7,8.0
Hyundai,Hyundai Verna,3,26000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,12.45
Tata,Tata Safari,11,120000,Individual,Diesel,Manual,13.93,2179,138.1,7,2.5
Volkswagen,Volkswagen Vento,7,59200,Dealer,Petrol,Automatic,16.93,1197,103.2,5,5.4
Maruti,Maruti Alto,3,35000,Individual,Petrol,Manual,23.95,998,67.1,5,3.5
Maruti,Maruti Ertiga,8,197000,Individual,Diesel,Manual,20.77,1248,88.8,7,6.6
Mercedes-Benz,Mercedes-Benz C-Class,9,88000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,11.5
Maruti,Maruti Baleno,4,21900,Dealer,Petrol,Automatic,19.56,1197,81.8,5,7.0
Maruti,Maruti Swift Dzire,6,43206,Dealer,Petrol,Manual,20.85,1197,83.14,5,4.8
Volkswagen,Volkswagen Polo,7,43000,Dealer,Petrol,Manual,16.47,1198,73.9,5,4.79
Hyundai,Hyundai Creta,4,77000,Individual,Diesel,Manual,21.38,1396,88.7,5,11.0
Honda,Honda City,3,27000,Individual,Diesel,Manual,25.6,1498,97.9,5,11.75
Hyundai,Hyundai i20,12,50250,Dealer,Petrol,Automatic,15.0,1396,100.0,5,2.99
Tata,Tata Tiago,4,52532,Dealer,Petrol,Manual,23.84,1199,84.0,5,4.5
Hyundai,Hyundai i20,6,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,6.25
Renault,Renault KWID,3,15235,Dealer,Petrol,Manual,23.01,999,67.0,5,4.1
Hyundai,Hyundai i20,8,49000,Dealer,Petrol,Manual,18.5,1197,82.85,5,5.0
BMW,BMW 3,4,57000,Dealer,Petrol,Automatic,15.34,1998,248.0,5,25.5
Honda,Honda City,7,39000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,6.95
Skoda,Skoda Rapid,8,30000,Dealer,Petrol,Manual,15.0,1598,103.52,5,3.95
Honda,Honda City,11,92000,Dealer,Petrol,Manual,17.0,1497,118.0,5,3.0
Maruti,Maruti Swift,14,60000,Individual,Petrol,Manual,16.1,1298,88.2,5,1.49
Audi,Audi A6,10,105000,Individual,Diesel,Automatic,12.4,2698,179.5,5,8.57
Maruti,Maruti Swift Dzire,3,29500,Dealer,Petrol,Automatic,21.21,1197,81.8,5,7.45
Maruti,Maruti Alto,6,17000,Dealer,Petrol,Manual,23.95,998,67.1,5,3.2
Renault,Renault KWID,4,20966,Dealer,Petrol,Manual,25.17,799,53.3,5,3.49
Mahindra,Mahindra XUV500,8,73000,Dealer,Diesel,Manual,15.1,2179,140.0,7,6.75
Toyota,Toyota Innova,3,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,18.5
Skoda,Skoda Octavia,7,59864,Dealer,Diesel,Manual,18.7,1896,66.0,5,11.0
Honda,Honda Jazz,6,31298,Dealer,Petrol,Automatic,19.0,1199,88.7,5,5.9
Maruti,Maruti Ciaz,4,13000,Dealer,Diesel,Manual,28.09,1248,88.5,5,8.85
Hyundai,Hyundai Verna,8,59000,Dealer,Diesel,Manual,23.5,1396,88.7,5,4.9
Hyundai,Hyundai i20,11,78000,Dealer,Petrol,Manual,17.0,1197,80.0,5,3.71
Ford,Ford Figo,11,45000,Dealer,Petrol,Manual,15.6,1196,70.0,5,1.69
Maruti,Maruti Ertiga,4,39000,Dealer,Petrol,Manual,17.5,1373,91.1,7,7.75
Hyundai,Hyundai Santro,2,4800,Individual,Petrol,Manual,20.3,1086,68.0,5,5.3
BMW,BMW 5,6,67000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,25.75
Honda,Honda Amaze,6,21000,Dealer,Petrol,Manual,18.0,1198,86.7,5,4.35
Toyota,Toyota Innova,7,115000,Dealer,Diesel,Manual,12.8,2494,102.0,7,9.96
Maruti,Maruti Celerio,4,55001,Dealer,Petrol,Automatic,23.1,998,67.04,5,4.85
Toyota,Toyota Innova,8,82326,Dealer,Diesel,Manual,12.99,2494,100.6,7,8.75
Honda,Honda Amaze,7,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,5.5
Maruti,Maruti Celerio,4,39400,Dealer,CNG,Manual,31.79,998,58.2,5,4.75
